user_id,item_id,rating
1100,194,4
1100,810,3
1100,524,4
1100,951,3
1100,77,3
1100,324,1
1100,203,3
1100,153,5
1100,135,4
1100,451,4
1100,575,4
1100,550,3
1100,79,3
1100,165,2
1100,455,3
1100,265,3
1100,196,4
1100,100,3
1100,1401,4
1100,975,3
1100,56,3
1100,321,5
1100,582,4
1100,15,4
1100,69,3
1100,531,4
1100,749,4
1100,122,3
1100,159,4
1100,433,5
1100,509,5
1100,79,5
1100,64,2
1100,272,4
1100,326,5
1100,128,5
1100,9,4
1100,664,4
1100,515,5
1100,472,3
1100,1035,1
1100,70,4
1100,475,2
1100,252,3
1100,3,4
1100,195,4
1100,832,4
1100,23,4
1100,657,4
1100,11,3
1100,472,5
1100,518,5
1100,604,5
1100,432,3
1100,222,3
1100,56,4
1100,476,4
1100,514,4
1100,1009,4
1100,28,3
1100,490,4
1100,461,3
1100,301,2
1100,23,4
1100,118,3
1100,658,3
1100,407,4
1100,95,3
1100,168,5
1100,168,4
1100,868,5
1100,1162,5
1100,927,5
1100,1521,5
1100,1301,5
1100,1191,5
1101,194,4
1101,810,3
1101,524,4
1101,951,3
1101,77,3
1101,324,1
1101,203,3
1101,153,5
1101,135,4
1101,451,4
1101,575,4
1101,550,3
1101,79,3
1101,165,2
1101,455,3
1101,265,3
1101,196,4
1101,100,3
1101,1401,4
1101,975,3
1101,56,3
1101,321,5
1101,582,4
1101,15,4
1101,69,3
1101,531,4
1101,749,4
1101,122,3
1101,159,4
1101,433,5
1101,509,5
1101,79,5
1101,64,2
1101,272,4
1101,326,5
1101,128,5
1101,9,4
1101,664,4
1101,515,5
1101,472,3
1101,1035,1
1101,70,4
1101,475,2
1101,252,3
1101,3,4
1101,195,4
1101,832,4
1101,23,4
1101,657,4
1101,11,3
1101,472,5
1101,518,5
1101,604,5
1101,432,3
1101,222,3
1101,56,4
1101,476,4
1101,514,4
1101,1009,4
1101,28,3
1101,490,4
1101,461,3
1101,301,2
1101,23,4
1101,118,3
1101,658,3
1101,407,4
1101,95,3
1101,168,5
1101,168,4
1101,868,5
1101,1162,5
1101,927,5
1101,1521,5
1101,1301,5
1101,1191,5
1102,194,4
1102,810,3
1102,524,4
1102,951,3
1102,77,3
1102,324,1
1102,203,3
1102,153,5
1102,135,4
1102,451,4
1102,575,4
1102,550,3
1102,79,3
1102,165,2
1102,455,3
1102,265,3
1102,196,4
1102,100,3
1102,1401,4
1102,975,3
1102,56,3
1102,321,5
1102,582,4
1102,15,4
1102,69,3
1102,531,4
1102,749,4
1102,122,3
1102,159,4
1102,433,5
1102,509,5
1102,79,5
1102,64,2
1102,272,4
1102,326,5
1102,128,5
1102,9,4
1102,664,4
1102,515,5
1102,472,3
1102,1035,1
1102,70,4
1102,475,2
1102,252,3
1102,3,4
1102,195,4
1102,832,4
1102,23,4
1102,657,4
1102,11,3
1102,472,5
1102,518,5
1102,604,5
1102,432,3
1102,222,3
1102,56,4
1102,476,4
1102,514,4
1102,1009,4
1102,28,3
1102,490,4
1102,461,3
1102,301,2
1102,23,4
1102,118,3
1102,658,3
1102,407,4
1102,95,3
1102,168,5
1102,168,4
1102,868,5
1102,1162,5
1102,927,5
1102,1521,5
1102,1301,5
1102,1191,5
1103,194,4
1103,810,3
1103,524,4
1103,951,3
1103,77,3
1103,324,1
1103,203,3
1103,153,5
1103,135,4
1103,451,4
1103,575,4
1103,550,3
1103,79,3
1103,165,2
1103,455,3
1103,265,3
1103,196,4
1103,100,3
1103,1401,4
1103,975,3
1103,56,3
1103,321,5
1103,582,4
1103,15,4
1103,69,3
1103,531,4
1103,749,4
1103,122,3
1103,159,4
1103,433,5
1103,509,5
1103,79,5
1103,64,2
1103,272,4
1103,326,5
1103,128,5
1103,9,4
1103,664,4
1103,515,5
1103,472,3
1103,1035,1
1103,70,4
1103,475,2
1103,252,3
1103,3,4
1103,195,4
1103,832,4
1103,23,4
1103,657,4
1103,11,3
1103,472,5
1103,518,5
1103,604,5
1103,432,3
1103,222,3
1103,56,4
1103,476,4
1103,514,4
1103,1009,4
1103,28,3
1103,490,4
1103,461,3
1103,301,2
1103,23,4
1103,118,3
1103,658,3
1103,407,4
1103,95,3
1103,168,5
1103,168,4
1103,868,5
1103,1162,5
1103,927,5
1103,1521,5
1103,1301,5
1103,1191,5
1104,194,4
1104,810,3
1104,524,4
1104,951,3
1104,77,3
1104,324,1
1104,203,3
1104,153,5
1104,135,4
1104,451,4
1104,575,4
1104,550,3
1104,79,3
1104,165,2
1104,455,3
1104,265,3
1104,196,4
1104,100,3
1104,1401,4
1104,975,3
1104,56,3
1104,321,5
1104,582,4
1104,15,4
1104,69,3
1104,531,4
1104,749,4
1104,122,3
1104,159,4
1104,433,5
1104,509,5
1104,79,5
1104,64,2
1104,272,4
1104,326,5
1104,128,5
1104,9,4
1104,664,4
1104,515,5
1104,472,3
1104,1035,1
1104,70,4
1104,475,2
1104,252,3
1104,3,4
1104,195,4
1104,832,4
1104,23,4
1104,657,4
1104,11,3
1104,472,5
1104,518,5
1104,604,5
1104,432,3
1104,222,3
1104,56,4
1104,476,4
1104,514,4
1104,1009,4
1104,28,3
1104,490,4
1104,461,3
1104,301,2
1104,23,4
1104,118,3
1104,658,3
1104,407,4
1104,95,3
1104,168,5
1104,168,4
1104,868,5
1104,1162,5
1104,927,5
1104,1521,5
1104,1301,5
1104,1191,5
1105,194,4
1105,810,3
1105,524,4
1105,951,3
1105,77,3
1105,324,1
1105,203,3
1105,153,5
1105,135,4
1105,451,4
1105,575,4
1105,550,3
1105,79,3
1105,165,2
1105,455,3
1105,265,3
1105,196,4
1105,100,3
1105,1401,4
1105,975,3
1105,56,3
1105,321,5
1105,582,4
1105,15,4
1105,69,3
1105,531,4
1105,749,4
1105,122,3
1105,159,4
1105,433,5
1105,509,5
1105,79,5
1105,64,2
1105,272,4
1105,326,5
1105,128,5
1105,9,4
1105,664,4
1105,515,5
1105,472,3
1105,1035,1
1105,70,4
1105,475,2
1105,252,3
1105,3,4
1105,195,4
1105,832,4
1105,23,4
1105,657,4
1105,11,3
1105,472,5
1105,518,5
1105,604,5
1105,432,3
1105,222,3
1105,56,4
1105,476,4
1105,514,4
1105,1009,4
1105,28,3
1105,490,4
1105,461,3
1105,301,2
1105,23,4
1105,118,3
1105,658,3
1105,407,4
1105,95,3
1105,168,5
1105,168,4
1105,868,5
1105,1162,5
1105,927,5
1105,1521,5
1105,1301,5
1105,1191,5
1106,194,4
1106,810,3
1106,524,4
1106,951,3
1106,77,3
1106,324,1
1106,203,3
1106,153,5
1106,135,4
1106,451,4
1106,575,4
1106,550,3
1106,79,3
1106,165,2
1106,455,3
1106,265,3
1106,196,4
1106,100,3
1106,1401,4
1106,975,3
1106,56,3
1106,321,5
1106,582,4
1106,15,4
1106,69,3
1106,531,4
1106,749,4
1106,122,3
1106,159,4
1106,433,5
1106,509,5
1106,79,5
1106,64,2
1106,272,4
1106,326,5
1106,128,5
1106,9,4
1106,664,4
1106,515,5
1106,472,3
1106,1035,1
1106,70,4
1106,475,2
1106,252,3
1106,3,4
1106,195,4
1106,832,4
1106,23,4
1106,657,4
1106,11,3
1106,472,5
1106,518,5
1106,604,5
1106,432,3
1106,222,3
1106,56,4
1106,476,4
1106,514,4
1106,1009,4
1106,28,3
1106,490,4
1106,461,3
1106,301,2
1106,23,4
1106,118,3
1106,658,3
1106,407,4
1106,95,3
1106,168,5
1106,168,4
1106,868,5
1106,1162,5
1106,927,5
1106,1521,5
1106,1301,5
1106,1191,5
1107,194,4
1107,810,3
1107,524,4
1107,951,3
1107,77,3
1107,324,1
1107,203,3
1107,153,5
1107,135,4
1107,451,4
1107,575,4
1107,550,3
1107,79,3
1107,165,2
1107,455,3
1107,265,3
1107,196,4
1107,100,3
1107,1401,4
1107,975,3
1107,56,3
1107,321,5
1107,582,4
1107,15,4
1107,69,3
1107,531,4
1107,749,4
1107,122,3
1107,159,4
1107,433,5
1107,509,5
1107,79,5
1107,64,2
1107,272,4
1107,326,5
1107,128,5
1107,9,4
1107,664,4
1107,515,5
1107,472,3
1107,1035,1
1107,70,4
1107,475,2
1107,252,3
1107,3,4
1107,195,4
1107,832,4
1107,23,4
1107,657,4
1107,11,3
1107,472,5
1107,518,5
1107,604,5
1107,432,3
1107,222,3
1107,56,4
1107,476,4
1107,514,4
1107,1009,4
1107,28,3
1107,490,4
1107,461,3
1107,301,2
1107,23,4
1107,118,3
1107,658,3
1107,407,4
1107,95,3
1107,168,5
1107,168,4
1107,868,5
1107,1162,5
1107,927,5
1107,1521,5
1107,1301,5
1107,1191,5
1108,194,4
1108,810,3
1108,524,4
1108,951,3
1108,77,3
1108,324,1
1108,203,3
1108,153,5
1108,135,4
1108,451,4
1108,575,4
1108,550,3
1108,79,3
1108,165,2
1108,455,3
1108,265,3
1108,196,4
1108,100,3
1108,1401,4
1108,975,3
1108,56,3
1108,321,5
1108,582,4
1108,15,4
1108,69,3
1108,531,4
1108,749,4
1108,122,3
1108,159,4
1108,433,5
1108,509,5
1108,79,5
1108,64,2
1108,272,4
1108,326,5
1108,128,5
1108,9,4
1108,664,4
1108,515,5
1108,472,3
1108,1035,1
1108,70,4
1108,475,2
1108,252,3
1108,3,4
1108,195,4
1108,832,4
1108,23,4
1108,657,4
1108,11,3
1108,472,5
1108,518,5
1108,604,5
1108,432,3
1108,222,3
1108,56,4
1108,476,4
1108,514,4
1108,1009,4
1108,28,3
1108,490,4
1108,461,3
1108,301,2
1108,23,4
1108,118,3
1108,658,3
1108,407,4
1108,95,3
1108,168,5
1108,168,4
1108,868,5
1108,1162,5
1108,927,5
1108,1521,5
1108,1301,5
1108,1191,5
1109,194,4
1109,810,3
1109,524,4
1109,951,3
1109,77,3
1109,324,1
1109,203,3
1109,153,5
1109,135,4
1109,451,4
1109,575,4
1109,550,3
1109,79,3
1109,165,2
1109,455,3
1109,265,3
1109,196,4
1109,100,3
1109,1401,4
1109,975,3
1109,56,3
1109,321,5
1109,582,4
1109,15,4
1109,69,3
1109,531,4
1109,749,4
1109,122,3
1109,159,4
1109,433,5
1109,509,5
1109,79,5
1109,64,2
1109,272,4
1109,326,5
1109,128,5
1109,9,4
1109,664,4
1109,515,5
1109,472,3
1109,1035,1
1109,70,4
1109,475,2
1109,252,3
1109,3,4
1109,195,4
1109,832,4
1109,23,4
1109,657,4
1109,11,3
1109,472,5
1109,518,5
1109,604,5
1109,432,3
1109,222,3
1109,56,4
1109,476,4
1109,514,4
1109,1009,4
1109,28,3
1109,490,4
1109,461,3
1109,301,2
1109,23,4
1109,118,3
1109,658,3
1109,407,4
1109,95,3
1109,168,5
1109,168,4
1109,868,5
1109,1162,5
1109,927,5
1109,1521,5
1109,1301,5
1109,1191,5
1110,194,4
1110,810,3
1110,524,4
1110,951,3
1110,77,3
1110,324,1
1110,203,3
1110,153,5
1110,135,4
1110,451,4
1110,575,4
1110,550,3
1110,79,3
1110,165,2
1110,455,3
1110,265,3
1110,196,4
1110,100,3
1110,1401,4
1110,975,3
1110,56,3
1110,321,5
1110,582,4
1110,15,4
1110,69,3
1110,531,4
1110,749,4
1110,122,3
1110,159,4
1110,433,5
1110,509,5
1110,79,5
1110,64,2
1110,272,4
1110,326,5
1110,128,5
1110,9,4
1110,664,4
1110,515,5
1110,472,3
1110,1035,1
1110,70,4
1110,475,2
1110,252,3
1110,3,4
1110,195,4
1110,832,4
1110,23,4
1110,657,4
1110,11,3
1110,472,5
1110,518,5
1110,604,5
1110,432,3
1110,222,3
1110,56,4
1110,476,4
1110,514,4
1110,1009,4
1110,28,3
1110,490,4
1110,461,3
1110,301,2
1110,23,4
1110,118,3
1110,658,3
